ID_Cliente,Nombre,Edad,Genero,Departamento,Municipio,Email,Telefono,Fecha_Registro,Segmento
236,Teresita León Prado,33,M,La Libertad,Antiguo Cuscatlán,rufinosanchez@example.com,79126804,2025-06-16,Premium
237,Alba Llanos Reguera,23,M,San Vicente,Municipio Principal,ernestoiniesta@example.com,73501092,2023-08-15,Premium
238,Inés Riquelme Santos,80,F,San Vicente,Municipio Principal,eva-maria40@example.org,73750882,2023-01-01,Empresarial
239,Hilario Jordá Domínguez,18,M,Usulután,Municipio Principal,barberogodofredo@example.net,72038143,2024-01-02,Empresarial
240,Manuel Emilio Reina Mancebo,39,F,Cabañas,Municipio Principal,jarmas@example.net,76111016,2024-06-20,Premium
241,Nadia Pacheco Lopez,73,F,La Paz,Municipio Principal,wtudela@example.net,75390467,2024-02-18,Premium
242,Macario Miró Morell,43,M,San Miguel,San Miguel,almazanpaca@example.net,71336291,2025-02-17,Empresarial
243,Adelia Gracia,66,F,San Salvador,Soyapango,gregoriolobato@example.net,73981950,2023-04-02,Individual
244,Reyes Frutos-Mateos,37,F,Santa Ana,Chalchuapa,marcoshector@example.com,75464614,2023-04-21,Individual
245,Luz Zoraida Águila Raya,67,M,Chalatenango,Municipio Principal,lvalenzuela@example.com,76914969,2024-10-03,Empresarial
246,Otilia Barragán-Juárez,32,M,La Libertad,Zaragoza,cesar71@example.org,74284081,2025-04-06,Individual
247,Felipe Pazos,64,M,Cabañas,Municipio Principal,mlujan@example.net,79495408,2023-10-15,Premium
248,Diana Calderon,21,M,Ahuachapán,Municipio Principal,lbelda@example.org,73377295,2024-05-09,Empresarial
249,Ramón Bosch Calleja,74,M,San Vicente,Municipio Principal,kmarmol@example.net,79519909,2024-08-28,Empresarial
250,Joel Bermudez Cases,54,M,Chalatenango,Municipio Principal,eugenio40@example.com,74256660,2024-07-18,Premium
251,Úrsula de España,65,M,Ahuachapán,Municipio Principal,nogueraangel@example.net,74148372,2022-11-22,Empresarial
252,Teodosio Alberdi,24,F,La Libertad,Antiguo Cuscatlán,ramoscandelario@example.net,71500556,2023-12-22,Empresarial
253,Lupe Pareja Arcos,69,M,Ahuachapán,Municipio Principal,ernesto61@example.org,71862309,2024-01-29,Empresarial
254,Carina Rodrigo Baeza,73,F,Morazán,Municipio Principal,bernatmamen@example.com,71727053,2024-05-11,Empresarial
255,Virgilio Ugarte-Rozas,34,M,Cabañas,Municipio Principal,irma68@example.com,77873465,2022-11-22,Individual
256,Candela Vallejo Ordóñez,41,F,Chalatenango,Municipio Principal,evangelina79@example.net,74832100,2023-11-06,Empresarial
257,Marisela Izaguirre Lara,34,F,Cuscatlán,Municipio Principal,sandovaljose-francisco@example.com,74212140,2025-06-07,Empresarial
258,Heliodoro Castillo Saez,66,F,San Vicente,Municipio Principal,xavieralamo@example.org,79644710,2025-04-21,Empresarial
259,Urbano Hermenegildo Mendizábal Recio,34,M,La Unión,Municipio Principal,mcastillo@example.net,74515701,2024-10-31,Individual
260,Abel Silva Barceló,50,F,Usulután,Municipio Principal,sevebeltran@example.org,71674674,2022-11-03,Individual
261,Nilo de Beltran,41,M,La Paz,Municipio Principal,zjaume@example.com,74570151,2025-09-16,Premium
262,Plácido Casas Pulido,44,M,Cuscatlán,Municipio Principal,felipepintor@example.org,78259621,2023-12-13,Empresarial
263,Cruz Raya Rosa,40,M,Usulután,Municipio Principal,rcortes@example.com,77071562,2024-07-07,Empresarial
264,Yéssica Mena Pizarro,22,M,Sonsonate,Municipio Principal,albazabaleta@example.org,78443055,2024-09-15,Empresarial
265,Rocío de Berrocal,35,F,San Miguel,San Miguel,isobrino@example.net,79761035,2025-01-23,Premium
266,Sara Arranz Narváez,37,M,Chalatenango,Municipio Principal,gonzalezsosimo@example.net,72749058,2025-08-29,Empresarial
267,Geraldo Mesa Casanova,65,M,La Unión,Municipio Principal,ymanso@example.org,77079147,2023-05-22,Individual
268,Julieta Lucena Villar,44,F,San Miguel,Chinameca,hortensia13@example.net,79860728,2024-01-18,Individual
269,Elvira Valbuena,53,F,San Vicente,Municipio Principal,clemente72@example.org,72880981,2023-11-02,Individual
270,Lorenzo Báez Ledesma,58,F,La Unión,Municipio Principal,marcio31@example.net,72796077,2025-07-24,Premium
271,Edmundo Vallés Lerma,66,F,Chalatenango,Municipio Principal,nazaretaguirre@example.org,74944606,2025-03-04,Premium
272,María Ángeles Salvador Jimenez,78,M,Sonsonate,Municipio Principal,leonorrocamora@example.org,72179667,2023-03-07,Premium
273,Hilda Vargas-Torrents,38,F,Cuscatlán,Municipio Principal,prudencio94@example.com,74571420,2025-03-28,Premium
274,Silvestre Vallejo Monreal,67,M,La Libertad,Zaragoza,ivan53@example.net,78015942,2024-04-05,Empresarial
275,Lucio Porras Amigó,27,F,La Paz,Municipio Principal,ncarro@example.net,77396051,2025-01-23,Individual
276,Rico Pepe Amaya Pascual,59,M,La Paz,Municipio Principal,amatisaura@example.net,72392559,2023-09-13,Premium
277,Sandalio Cerro Crespi,66,F,Sonsonate,Municipio Principal,teresateruel@example.org,78370156,2023-10-25,Premium
278,Fátima Cantón Martín,47,F,Sonsonate,Municipio Principal,roberto57@example.net,74888130,2024-11-08,Premium
279,Nacho del Riera,50,F,San Miguel,Nueva Guadalupe,nllopis@example.org,75925293,2023-08-12,Individual
280,Elisabet Ramón,40,M,Usulután,Municipio Principal,voliva@example.net,73381364,2023-04-13,Premium
281,Carlota Ordóñez Gálvez,44,F,Santa Ana,Metapán,msanmiguel@example.net,73562199,2025-08-11,Empresarial
282,Reyna Patricia Sabater Luque,80,M,Sonsonate,Municipio Principal,dcarbonell@example.org,71504449,2024-02-15,Premium
283,Fernanda Merino Armas,48,M,Usulután,Municipio Principal,bbarros@example.org,74755362,2025-08-19,Empresarial
284,Amelia Arrieta Santamaría,42,F,San Miguel,Nueva Guadalupe,geronimoperera@example.org,76975906,2025-01-14,Individual
285,Lupe Acero-Ledesma,43,F,San Miguel,San Miguel,diego20@example.com,77454934,2022-12-04,Premium
286,Jose Luis Higueras Gomila,40,F,La Unión,Municipio Principal,ejara@example.com,79132821,2023-11-12,Individual
287,Custodia de Pina,19,F,La Libertad,Zaragoza,carlota11@example.net,73449831,2023-03-23,Premium
288,Chucho Benavente Sarabia,48,M,Usulután,Municipio Principal,candelaria77@example.org,73236911,2022-12-20,Premium
289,Zaida Torre-Gámez,49,F,La Paz,Municipio Principal,rufino15@example.net,72197684,2025-04-07,Empresarial
290,Fanny Carlos Barrio,39,M,La Paz,Municipio Principal,jonatangodoy@example.net,74417708,2025-02-14,Individual
291,Juan Antonio del Sosa,76,M,Cabañas,Municipio Principal,fabian34@example.net,72633232,2023-12-21,Empresarial
292,Emiliana Cerdá Gallego,49,M,Usulután,Municipio Principal,anselmatovar@example.net,73658626,2023-10-01,Premium
293,Cirino Castelló Bas,20,M,San Salvador,Delgado,leocadio15@example.org,73384028,2024-01-22,Premium
294,Primitiva Bermudez,31,F,San Salvador,Mejicanos,qpenas@example.com,78573041,2025-05-18,Individual
295,Amada Riba,61,F,Ahuachapán,Municipio Principal,tmelero@example.com,77133605,2024-08-03,Premium
296,Mario Prada Palacios,63,M,La Paz,Municipio Principal,apariciosamanta@example.net,75913749,2024-11-09,Empresarial
297,Pepita Lledó Rivero,24,F,Chalatenango,Municipio Principal,alvarososa@example.com,72219533,2024-04-04,Empresarial
298,Aránzazu Seco Silva,30,M,Cabañas,Municipio Principal,huertasmaribel@example.org,79875997,2023-02-26,Premium
299,Plácido de Agustí,71,F,Ahuachapán,Municipio Principal,maria-pilarrodriguez@example.net,76218140,2022-12-09,Individual
300,Mauricio Alcalá Leal,48,F,Morazán,Municipio Principal,cerdatere@example.net,72339388,2024-03-14,Empresarial
301,Maximiliano del Cano,49,M,La Libertad,Antiguo Cuscatlán,paola32@example.org,77062188,2024-08-24,Individual
302,Obdulia Palomar Quiroga,34,F,La Unión,Municipio Principal,zvara@example.net,77482704,2025-05-10,Individual
303,Cosme Granados Artigas,21,M,San Salvador,Mejicanos,blancabarbara@example.com,74890070,2023-04-04,Premium
304,Evita Fanny Vázquez Alfaro,66,F,Usulután,Municipio Principal,farremario@example.net,77955026,2023-11-23,Premium
305,Gregorio Cobo-Ayuso,62,M,San Miguel,Chinameca,felix91@example.com,71599366,2023-06-15,Individual
306,Teresa Marti-Riquelme,64,F,La Libertad,Antiguo Cuscatlán,charo66@example.com,79668468,2024-11-23,Individual
307,Clímaco Múñiz Ojeda,31,M,La Libertad,Zaragoza,raragon@example.com,71192176,2023-03-27,Individual
308,Casandra Piña Carranza,67,M,Ahuachapán,Municipio Principal,nilo20@example.com,77707872,2023-07-30,Individual
309,Poncio Bustamante Blazquez,41,F,La Paz,Municipio Principal,damaya@example.com,71576118,2024-11-01,Individual
310,Jenny Tamayo Caparrós,59,M,Ahuachapán,Municipio Principal,ilinares@example.org,71587595,2023-05-21,Premium
311,Asunción Cabo-Milla,31,M,Morazán,Municipio Principal,dpozuelo@example.com,75091168,2023-08-31,Empresarial
312,Celestino Cordero-Crespo,44,F,Cuscatlán,Municipio Principal,juan42@example.net,75876332,2025-06-05,Empresarial
313,Rosa María Céspedes Vilalta,77,F,Santa Ana,Metapán,conrado30@example.com,72769759,2025-03-10,Empresarial
314,Bienvenida Ríos Oliva,42,M,Chalatenango,Municipio Principal,quesadaloida@example.com,74210116,2025-09-10,Premium
315,Gracia Luque Arce,30,M,Chalatenango,Municipio Principal,herediaolimpia@example.com,74851648,2024-06-26,Premium
316,Marcio Tomás España,64,F,La Unión,Municipio Principal,amadoritziar@example.com,78605695,2024-10-25,Empresarial
317,Lara Manrique Prats,39,M,Cabañas,Municipio Principal,julietoro@example.org,73272398,2022-12-08,Individual
318,Evaristo Monreal-Castejón,57,F,La Libertad,Santa Tecla,dionisiabas@example.org,72246756,2024-10-23,Empresarial
319,Chus Mayo Vilalta,76,F,La Paz,Municipio Principal,zmanzano@example.net,73372839,2025-04-18,Premium
320,Severo Nicolás-Téllez,29,M,Cabañas,Municipio Principal,xclemente@example.net,78472701,2023-11-29,Individual
321,Iván Viana Segovia,22,F,San Vicente,Municipio Principal,german26@example.net,73152203,2025-08-07,Premium
322,Cándida Febe Zorrilla Garzón,73,F,Ahuachapán,Municipio Principal,sabas03@example.org,71255345,2025-01-21,Individual
323,Rosalinda Mancebo Cózar,47,M,San Miguel,San Miguel,arielblanes@example.org,74407047,2022-11-07,Premium
324,Gabriel Ibáñez Nogueira,56,M,Sonsonate,Municipio Principal,apintor@example.org,75756298,2023-05-15,Empresarial
325,Aurora Martorell,64,F,San Vicente,Municipio Principal,jafet01@example.org,73759606,2024-02-15,Empresarial
326,Ruy Roldán Aragón,42,F,Ahuachapán,Municipio Principal,maria-fernandamartorell@example.com,73200446,2022-12-19,Individual
327,Crescencia Chita Bueno Torres,74,F,Cabañas,Municipio Principal,gallegoximena@example.com,71801095,2023-05-01,Individual
328,María Teresa Reyna Sala Guillén,34,M,Cuscatlán,Municipio Principal,lmanrique@example.net,75371762,2023-10-24,Individual
329,María Pilar Solé Abellán,33,F,Cabañas,Municipio Principal,gonzalezsigfrido@example.net,74449389,2024-03-22,Premium
330,Zaida Aragón-Solano,33,F,Usulután,Municipio Principal,eladioasensio@example.org,76997719,2023-05-21,Empresarial
331,Geraldo Amigó Lasa,69,M,San Miguel,Nueva Guadalupe,duiliovera@example.com,79102111,2023-06-16,Individual
332,Eloísa Primitiva Bejarano Pellicer,46,M,San Vicente,Municipio Principal,ribesclementina@example.net,71409798,2022-11-27,Empresarial
333,Antonia Anaya-Rodriguez,43,M,Ahuachapán,Municipio Principal,baltasarlago@example.org,77076387,2024-09-28,Premium
334,Nicodemo Collado-Catalá,43,M,Ahuachapán,Municipio Principal,candelaria73@example.net,78562865,2023-09-01,Empresarial
335,Clara Perea Mateos,47,F,Santa Ana,Santa Ana,jdieguez@example.org,72748124,2023-05-18,Empresarial
336,Amarilis Vázquez Báez,22,F,Morazán,Municipio Principal,navarretejuana@example.org,77110804,2024-03-31,Premium
337,Ariel Berta Cáceres Saez,50,M,Santa Ana,Chalchuapa,amayaparra@example.net,78044817,2024-01-13,Premium
338,Natanael Santamaria,42,F,Usulután,Municipio Principal,obdulialinares@example.org,78779222,2024-12-22,Individual
339,Félix Barranco Peinado,64,M,Chalatenango,Municipio Principal,dimas04@example.com,77869950,2024-01-25,Empresarial
340,Adelia Olmedo,20,M,Cuscatlán,Municipio Principal,xalvarado@example.com,76973195,2025-05-26,Empresarial
341,Leyre Oliva Godoy,49,M,Cuscatlán,Municipio Principal,olivepetrona@example.com,74288550,2023-06-03,Empresarial
342,Jennifer Jenny Catalán Lucas,27,M,Cabañas,Municipio Principal,eufemia33@example.net,71059759,2024-01-08,Individual
343,Teófila Moreno,53,M,Cuscatlán,Municipio Principal,alejo21@example.com,75011797,2025-04-15,Premium
344,Jacinto Lobato Sales,69,F,Usulután,Municipio Principal,fortunatamontoya@example.net,74749380,2025-05-30,Empresarial
345,Alondra Porta Crespo,75,M,La Libertad,Antiguo Cuscatlán,anselmaherranz@example.org,76595036,2023-03-21,Empresarial
346,Aníbal Carreño Carrión,28,M,La Unión,Municipio Principal,carmonamoises@example.org,76849152,2023-01-12,Empresarial
347,Brunilda Cid Ferrera,39,F,Cuscatlán,Municipio Principal,claudiomarti@example.net,75875442,2024-08-18,Premium
348,Fortunato Codina Salgado,36,M,Cabañas,Municipio Principal,jarabegona@example.net,72641232,2025-01-20,Empresarial
349,Calista Juanita Andres Peralta,66,F,Santa Ana,Santa Ana,tatianalanda@example.net,79682859,2024-09-09,Premium
350,Obdulia Pinilla,80,F,La Paz,Municipio Principal,benignomurcia@example.com,71076202,2023-01-31,Individual
351,Amador Vall,64,F,Ahuachapán,Municipio Principal,agustinflorencio@example.com,73956586,2023-10-06,Individual
352,Norberto Vilalta Cerdá,21,F,Morazán,Municipio Principal,maripio@example.net,78854392,2024-10-07,Individual
353,Itziar Bertrán Valverde,80,M,La Paz,Municipio Principal,horaciopozuelo@example.net,71100571,2023-10-21,Individual
354,Abilio Borja Jimenez,79,F,La Paz,Municipio Principal,claveronelida@example.org,75854887,2023-11-14,Premium
355,Eugenio Seguí Vidal,39,F,San Miguel,Chinameca,encarnacionllamas@example.net,71615764,2024-02-26,Individual
356,Juan Pablo Alegria Múgica,80,M,Sonsonate,Municipio Principal,fortunata41@example.org,75033088,2023-11-03,Individual
357,Gastón Girón Aller,75,M,La Libertad,Santa Tecla,evidal@example.org,75411022,2022-11-14,Individual
358,Paz Paniagua Pedraza,56,F,San Salvador,Soyapango,erecio@example.org,76456601,2023-03-03,Premium
359,Juan José Calzada Roig,53,M,Cabañas,Municipio Principal,carlito53@example.org,77705774,2023-04-10,Empresarial
360,Blanca Doménech-Arce,43,M,La Paz,Municipio Principal,concepcion24@example.org,74952907,2025-03-23,Empresarial
361,Trinidad Pizarro Sevillano,41,M,La Libertad,Zaragoza,franciscovirgilio@example.org,75298486,2023-04-25,Individual
362,Imelda Herrero Reina,59,F,Chalatenango,Municipio Principal,upascual@example.org,78053100,2022-11-17,Premium
363,Jose Antonio Galván-Aguado,47,F,La Paz,Municipio Principal,xroyo@example.net,79889884,2025-02-09,Individual
364,Nidia del Lopez,41,M,Santa Ana,Chalchuapa,nacho93@example.com,71166701,2023-01-08,Individual
365,Iris Noemí Rosales Carnero,71,M,Morazán,Municipio Principal,maria-doloresguitart@example.net,78409643,2025-02-19,Individual
366,Chucho Moliner Pujadas,79,M,Morazán,Municipio Principal,manzanojose-maria@example.net,75428423,2023-07-18,Empresarial
367,Abilio Tomás Blanes,32,F,San Miguel,Nueva Guadalupe,afalco@example.org,73972448,2025-02-21,Premium
368,Violeta Garzón Maza,31,M,Sonsonate,Municipio Principal,madridflorinda@example.net,71478215,2023-05-02,Empresarial
369,Luis Iglesias Castellanos,69,M,Sonsonate,Municipio Principal,candelariapenalver@example.org,73257779,2023-06-29,Empresarial
370,Eva Rico,23,F,Cabañas,Municipio Principal,reyeschita@example.net,77391277,2023-04-18,Individual
371,Ana Puga Cornejo,79,F,Sonsonate,Municipio Principal,sharo@example.com,78837495,2023-06-02,Empresarial
372,Concha Palma Arcos,65,M,La Libertad,Antiguo Cuscatlán,iban23@example.org,72414638,2025-09-11,Premium
373,Emelina Plaza Mateo,66,F,La Paz,Municipio Principal,campillojulie@example.org,74000171,2024-01-05,Premium
374,Anacleto Grande Herrero,41,F,Santa Ana,Santa Ana,jose-angeltirado@example.org,73856239,2025-04-06,Empresarial
375,Demetrio Real Gómez,65,F,Cuscatlán,Municipio Principal,ramiromontes@example.com,74459411,2023-07-17,Premium
376,Victor Manuel Andreu Arnau,71,M,Morazán,Municipio Principal,ildefonsomayo@example.net,76720393,2022-12-09,Premium
377,Asunción Cáceres Villalobos,62,M,Cabañas,Municipio Principal,casemiro49@example.com,72442633,2025-03-30,Premium
378,Abigaíl del Acosta,41,M,Cuscatlán,Municipio Principal,bastidaolivia@example.net,76805392,2024-06-17,Premium
379,Jordi Moraleda Sosa,56,M,Santa Ana,Santa Ana,ximenaparedes@example.com,74304861,2023-05-05,Empresarial
380,Anacleto Becerra-Taboada,77,F,Sonsonate,Municipio Principal,gmartorell@example.com,72575793,2023-04-15,Individual
381,Octavia Mínguez Bayona,78,F,Ahuachapán,Municipio Principal,concepcionrosello@example.net,79757511,2024-05-13,Premium
382,Federico Adán Santiago,29,F,Cuscatlán,Municipio Principal,fortunycecilio@example.com,77240224,2025-07-13,Empresarial
383,Manu Santamaria España,64,F,Santa Ana,Metapán,cisnerossocorro@example.com,77392108,2025-03-26,Individual
384,Manuel Echeverría Bonilla,49,M,San Salvador,Delgado,chucho39@example.net,71835586,2023-05-19,Premium
385,Olivia Camino Prado,27,M,Santa Ana,Chalchuapa,wferrer@example.net,78857815,2024-05-12,Empresarial
386,Estefanía Baños-Tejero,43,M,Usulután,Municipio Principal,chitacamara@example.org,76816006,2024-02-26,Individual
387,Julio Huerta Escamilla,42,M,Santa Ana,Metapán,dalmauabilio@example.net,71000719,2025-07-25,Premium
388,Rebeca Vergara,77,F,San Vicente,Municipio Principal,urbano81@example.net,76126284,2022-11-11,Premium
389,Carlota Orozco Cañizares,73,F,Ahuachapán,Municipio Principal,godoycarlos@example.net,74516482,2025-08-09,Premium
390,Herberto Rocha Bernat,70,F,La Libertad,Santa Tecla,florencia46@example.com,77358373,2023-03-25,Premium
391,Domingo Gutierrez-Sabater,21,F,La Libertad,Zaragoza,otilia53@example.net,73203435,2023-01-02,Individual
392,Chus Verdejo Gascón,73,F,Santa Ana,Santa Ana,duartealvaro@example.net,72228657,2025-02-20,Premium
393,Onofre Criado Beltran,37,M,Cabañas,Municipio Principal,samanta96@example.net,75476495,2024-12-02,Individual
394,Baldomero Baena,64,M,San Vicente,Municipio Principal,riveroflorentina@example.com,72393244,2024-02-23,Premium
395,Reinaldo del Fábregas,49,M,Santa Ana,Chalchuapa,goyo26@example.org,72375538,2023-02-06,Empresarial
396,Jose Ramón Castelló Valle,25,M,La Paz,Municipio Principal,florencia07@example.com,72853682,2023-02-17,Empresarial
397,Daniela de Olmo,77,M,San Vicente,Municipio Principal,qribera@example.com,72851752,2023-07-22,Individual
398,Jorge Amat-Company,74,F,San Miguel,Nueva Guadalupe,lortega@example.org,78881408,2023-05-10,Empresarial
399,Alejo Lázaro Bermúdez Casado,67,M,San Salvador,Mejicanos,vigilnoa@example.com,74547483,2022-11-16,Premium
400,Calixto Querol Terrón,27,F,Chalatenango,Municipio Principal,alamomodesta@example.org,72841214,2025-08-05,Empresarial
401,Genoveva Barbero-Bayón,60,F,Chalatenango,Municipio Principal,rbru@example.org,71556351,2022-12-26,Empresarial
402,Reyes Martí Paredes,67,F,Santa Ana,Metapán,adalbertozabaleta@example.net,75416878,2023-10-30,Individual
403,Pánfilo Ángel Millán,43,M,Usulután,Municipio Principal,epalomino@example.org,74159358,2023-11-23,Individual
404,María Gallardo-Fortuny,20,F,Cabañas,Municipio Principal,calixto33@example.com,71935806,2025-05-12,Empresarial
405,María José Perelló Tomas,20,F,Santa Ana,Metapán,arranzsara@example.org,73920906,2024-12-12,Individual
406,Xavier Villaverde Santamaría,80,M,Morazán,Municipio Principal,fpla@example.org,79491554,2024-06-29,Individual
407,Alondra de Egea,47,F,Chalatenango,Municipio Principal,pfiol@example.org,76083049,2023-01-21,Premium
408,Carmelita Amor Aguirre,22,M,Usulután,Municipio Principal,emanrique@example.org,79254650,2025-08-30,Empresarial
409,Gaspar Blasco Corbacho,49,F,Usulután,Municipio Principal,luis-miguelplanas@example.net,79726838,2023-08-21,Individual
410,Victoria Morán Baños,37,F,Cabañas,Municipio Principal,alonsoromero@example.net,73526101,2024-01-28,Premium
411,Jose Manuel del Duque,26,F,San Salvador,Apopa,severiano44@example.org,71462891,2025-04-28,Empresarial
412,Raquel Arnaiz Tur,50,F,Sonsonate,Municipio Principal,colive@example.com,71546960,2024-01-23,Individual
413,Lupe Ureña Zamorano,78,F,La Libertad,Antiguo Cuscatlán,feliciano96@example.org,76146706,2025-07-22,Empresarial
414,Candelas Higueras Benito,43,M,La Paz,Municipio Principal,maria-pilar29@example.net,72917311,2023-12-08,Premium
415,Almudena Ríos Palomo,56,M,Sonsonate,Municipio Principal,beatriz83@example.com,78974689,2024-01-03,Premium
416,Ana Belén Nerea Montesinos Villalonga,51,M,Cabañas,Municipio Principal,smontesinos@example.net,72172307,2023-03-27,Individual
417,Sandra Villanueva-Carreras,61,M,Usulután,Municipio Principal,dbertran@example.org,71052289,2022-12-04,Premium
418,Octavio Montaña Águila,43,F,Cuscatlán,Municipio Principal,gimenezcloe@example.org,79392147,2022-12-14,Premium
419,Tecla Jordá-Carmona,18,F,Ahuachapán,Municipio Principal,omateu@example.org,79219289,2025-02-03,Individual
420,Elvira Pareja Patiño,39,M,La Paz,Municipio Principal,isabel14@example.org,72580124,2024-05-24,Premium
421,Hernando Nicolau Hierro,30,M,Chalatenango,Municipio Principal,casasazeneth@example.net,74902286,2024-03-01,Individual
422,Alondra Giner Canales,50,F,Cabañas,Municipio Principal,valentinportillo@example.com,71833968,2025-06-02,Individual
423,Américo Fuster Heras,46,M,San Miguel,Nueva Guadalupe,rodenasoctavia@example.org,75465655,2025-10-06,Individual
424,Manuela Sevillano,20,M,San Miguel,Nueva Guadalupe,marcomorata@example.org,76095177,2024-10-20,Individual
425,Elisabet Gisela Rodriguez Vaquero,33,M,San Miguel,Chinameca,pilarantunez@example.com,74725195,2023-02-05,Individual
426,Ale Marí,54,M,San Miguel,Nueva Guadalupe,ojedamarciano@example.com,75029940,2023-11-25,Premium
427,Adolfo Domínguez Baquero,35,M,Morazán,Municipio Principal,lucas35@example.net,77601743,2024-05-31,Empresarial
428,Andrés Saturnino Martinez Pons,33,F,San Vicente,Municipio Principal,nescolano@example.org,72123201,2025-01-24,Empresarial
429,Renata Roda,34,F,La Unión,Municipio Principal,martagoni@example.org,77879467,2024-07-20,Premium
430,Adelina Gisela Benavent Torre,77,F,Santa Ana,Chalchuapa,wbonilla@example.net,75025575,2023-08-14,Individual
431,René Giménez,67,M,Ahuachapán,Municipio Principal,marias@example.org,75905254,2024-10-03,Individual
432,Eva María Fuente Sáenz,80,F,Sonsonate,Municipio Principal,ariadna26@example.com,79008408,2023-04-28,Empresarial
433,Andrés Alcántara Bonilla,35,F,San Miguel,Nueva Guadalupe,rfabregat@example.com,76775777,2025-09-12,Individual
434,Carmela Ordóñez Pelayo,49,M,La Libertad,Antiguo Cuscatlán,felisasolis@example.net,76415528,2024-08-31,Individual
435,Marita del Borrego,48,F,Chalatenango,Municipio Principal,bartolomevillegas@example.org,72469382,2024-09-07,Individual
436,Anastasio Clavero-Bermúdez,42,M,Cabañas,Municipio Principal,alonso13@example.net,79707192,2024-02-17,Premium
437,Martina Ximena Miranda Varela,62,M,San Salvador,Mejicanos,oliverpaz@example.net,79590763,2023-03-20,Individual
438,Reinaldo Vera Aramburu,21,M,Santa Ana,Santa Ana,gironduilio@example.org,79277017,2024-03-15,Empresarial
439,Bárbara Cabello Garcés,78,M,Morazán,Municipio Principal,crescencia35@example.org,73067561,2023-07-24,Empresarial
440,Mateo Barceló,39,F,La Libertad,Zaragoza,aaranda@example.net,71613709,2025-10-01,Individual
441,Flora Blanes,63,F,Morazán,Municipio Principal,doroteadomenech@example.org,74881521,2023-02-17,Premium
442,Cebrián del Gilabert,36,M,Chalatenango,Municipio Principal,pcolomer@example.net,75823872,2024-12-18,Premium
443,Violeta Laguna Simó,33,M,La Unión,Municipio Principal,rruano@example.com,71290697,2023-10-20,Empresarial
444,Rafaela Atienza-Arribas,40,F,Cuscatlán,Municipio Principal,iroman@example.com,74180117,2023-03-23,Individual
445,Paola Solís Echeverría,80,M,San Vicente,Municipio Principal,oliveranilda@example.org,73041167,2024-05-06,Premium
446,Anselmo del Riera,38,F,Cuscatlán,Municipio Principal,kzaragoza@example.net,74764972,2023-08-06,Premium
447,Aureliano Escamilla Terrón,66,F,Ahuachapán,Municipio Principal,angladaamado@example.com,74983644,2022-12-08,Individual
448,Filomena Barroso,28,M,Ahuachapán,Municipio Principal,linovergara@example.org,76976890,2025-02-18,Individual
449,Chuy Expósito-Barral,53,F,La Unión,Municipio Principal,onofreconesa@example.org,75919961,2025-01-23,Empresarial
450,Zaida Pinedo Morillo,26,F,Chalatenango,Municipio Principal,marciano31@example.net,72107782,2025-06-05,Empresarial
451,Fermín Ferrera,78,M,Sonsonate,Municipio Principal,loretotolosa@example.org,74200035,2022-12-14,Empresarial
452,Teófila Solé Mur,53,F,Usulután,Municipio Principal,estebansuarez@example.org,76544894,2023-04-23,Premium
453,Maxi Agustín Pineda,80,M,San Vicente,Municipio Principal,larreaabril@example.net,78891407,2025-08-29,Premium
454,Luz Alonso Alcalá,51,M,La Paz,Municipio Principal,ambrosiofiguerola@example.org,78470556,2023-12-29,Empresarial
455,Eleuterio Ordóñez Lluch,29,F,San Vicente,Municipio Principal,dgutierrez@example.com,72267106,2023-10-27,Individual
456,Lino Salazar,47,F,La Paz,Municipio Principal,parino@example.net,77725873,2024-02-13,Premium
457,María Carmen Garriga Guijarro,39,M,La Unión,Municipio Principal,blazquezmireia@example.org,73058173,2024-12-20,Premium
458,Amaro Jáuregui Vargas,21,F,Cuscatlán,Municipio Principal,josefina54@example.com,74731901,2024-10-03,Empresarial
459,Celestino Serrano Tudela,66,F,La Unión,Municipio Principal,berengueralicia@example.com,73900991,2023-12-22,Individual
460,Modesto Alonso Nicolás,72,F,San Salvador,San Salvador,olgaabella@example.net,75737203,2023-07-09,Premium
461,Buenaventura Bou Flor,47,M,Morazán,Municipio Principal,ponsmonica@example.org,71069685,2025-04-11,Premium
462,Rafaela Pont Castell,41,F,Cuscatlán,Municipio Principal,martinabarreda@example.net,73927013,2023-07-18,Premium
463,Casandra Jara Marqués,38,F,San Salvador,San Salvador,leandrapinol@example.net,78963519,2024-03-09,Individual
464,Rodolfo Valero Cases Sobrino,74,F,Morazán,Municipio Principal,camila79@example.net,74779230,2025-08-02,Empresarial
465,Tomás Gabino Ayllón Ferreras,74,M,Morazán,Municipio Principal,acunajeremias@example.org,74721382,2025-08-07,Empresarial
466,Néstor Sureda Diego,36,F,Cuscatlán,Municipio Principal,ramon24@example.net,77884307,2023-08-07,Individual
467,María Manuela Mateo Solsona,27,M,Morazán,Municipio Principal,znavas@example.com,72936387,2023-09-24,Individual
468,Joaquina Mariscal Lorenzo,68,F,La Unión,Municipio Principal,pmolina@example.org,71153267,2024-10-12,Empresarial
469,Severo Prado-Solsona,65,M,Ahuachapán,Municipio Principal,sbarroso@example.org,75761465,2025-10-11,Premium
470,Rafa Moles,78,F,Ahuachapán,Municipio Principal,imeldafabra@example.net,71352004,2023-11-14,Empresarial
